activityId,uuidMsb,uuidLsb,name,activityType,userProfileId,timeZoneId,beginTimestamp,eventTypeId,rule,sportType,startTimeGmt,startTimeLocal,duration,distance,elevationGain,elevationLoss,avgSpeed,maxSpeed,avgHr,maxHr,avgRunCadence,maxRunCadence,steps,calories,bmrCalories,startLongitude,startLatitude,avgStrideLength,avgFractionalCadence,maxFractionalCadence,vO2MaxValue,elapsedDuration,movingDuration,deviceId,minElevation,maxElevation,avgDoubleCadence,maxDoubleCadence,locationName,maxVerticalSpeed,manufacturer,lapCount,endLongitude,endLatitude,maxLatitude,maxLongitude,minLatitude,minLongitude,decoDive,purposeful,autoCalcCalories,favorite,pr,elevationCorrected,atpActivity,parent,avgVerticalSpeed,surfaceInterval,floorsClimbed,floorsDescended,jumpCount
17375701003,7175853281273725000,-7130134234309473000,Spokane Running,running,96200873,121,1729863416000,9,subscribers,RUNNING,1729863416000,1729838216000,3000608.88671875,981632.03125,5168.756103515625,5468.756103515625,0.3270999908447266,0.3648000001907349,159,184,79,86,7966,2903.6838599999996,284.92136,-117.39478745497763,47.67023655585945,122.96512084270657,0.8125,0,61,3032931.884765625,2987569.0116882324,3366988290,55500,58026.91650390625,159.625,172,Spokane,0.399755859375,GARMIN,7,-117.4013786483556,47.663681488484144,47.670276118442416,-117.39022736437619,47.66027592122555,-117.43061388842762,false,false,false,false,false,true,false,false,,,,,
17365591239,3059829986786495000,-7165940952999882000,Spokane Running,running,96200873,121,1729775628000,9,subscribers,RUNNING,1729775628000,1729750428000,1523692.9931640625,496100,741.90673828125,741.90673828125,0.325600004196167,0.34149999618530275,151,173,79,87,4042,1412.0367399999998,142.46068,-117.39468427374959,47.67032414674759,122.80067536276802,0.5546875,0.5,61,1523692.9931640625,1519817.9931640625,3366988290,57000,58025.714111328125,159.109375,175,Spokane,0.03223876953125,GARMIN,4,-117.40138409659266,47.663735216483474,47.67032414674759,-117.39028729498386,47.66250718384981,-117.40945838391781,false,false,false,false,false,true,false,false,,,,,
17357516005,5263608682746694000,-7699576600762265000,Spokane Running,running,96200873,121,1729689699000,9,subscribers,RUNNING,1729689699000,1729664499000,2999666.9921875,971588.96484375,4789.95361328125,4816.357421875,0.32390000820159914,0.34149999618530275,161,184,79,86,7958,2949.7740799999997,289.11138,-117.39481897093356,47.670290702953935,121.86804356715557,0.7421875,0.5,61,2999666.9921875,2997874.008178711,3366988290,55500,58041.424560546875,159.484375,173,Spokane,0.11218465169270833,GARMIN,7,-117.40143162198365,47.66378257423639,47.67031962051988,-117.39030707627535,47.66032135114074,-117.4299740139395,false,false,false,false,false,true,false,false,,,,,
17348535768,3737878007661547000,-8062581629763946000,Spokane Running,running,96200873,121,1729602750000,9,subscribers,RUNNING,1729602750000,1729577550000,1533560.05859375,495214.013671875,1211.2060546875,1246.20361328125,0.32290000915527345,0.3395999908447266,147,170,80,88,4108,1353.37646,142.46068,-117.39476105198264,47.67039371654391,120.934806169898,0.1171875,0.5,61,1533560.05859375,1528250,3366988290,57000,58038.1591796875,160.234375,177,Spokane,0.031427001953125,GARMIN,4,-117.40110632032156,47.663823729380965,47.67039371654391,-117.39024555310607,47.66254615969956,-117.4092117883265,false,false,false,false,false,true,false,false,,,,,
17340393579,8407029322492497000,-7982544184241019000,Spokane Running,running,96200873,121,1729518356000,9,subscribers,RUNNING,1729518356000,1729493156000,3009745.1171875,970251.953125,4402.89306640625,4502.838134765625,0.32239999771118166,0.3648000001907349,154,176,79,87,7982,2777.98326,289.11138,-117.39494662731886,47.670372342690825,121.05866742996744,0.890625,0,61,3009745.1171875,3005471.013069153,3366988290,55490.301513671875,59079.998779296875,159.78125,174,Spokane,0.6030598958333333,GARMIN,7,-117.40153673104942,47.66372968442738,47.670372342690825,-117.39034269936383,47.660276256501675,-117.43001449853182,false,false,false,false,false,true,false,false,,,,,
17332898320,-2469825573713787400,-5874896841229006000,Spokane Running,running,96200873,121,1729431692000,9,subscribers,RUNNING,1729431692000,1729406492000,2969918.9453125,976291.9921875,7036.590576171875,7247.406005859375,0.3286999940872193,0.3536000013351441,165,190,80,88,7922,3029.3844599999998,276.54132,-117.39479642361403,47.67026991583407,122.54236848057198,0.484375,0.5,60,2969918.9453125,2964289.0014648438,3366988290,55500,58010.8154296875,160.96875,177,Spokane,0.2274658203125,GARMIN,7,-117.39276565611362,47.66948176547885,47.67026991583407,-117.39018570631742,47.660255804657936,-117.43012195453048,false,false,false,false,false,true,false,false,,,,,
17324429712,5595751738184387000,-6619969323700520000,Spokane Running,running,96200873,121,1729345167000,9,subscribers,RUNNING,1729345167000,1729319967000,4616331.0546875,1464166.015625,9508.49609375,9508.49609375,0.31719999313354497,0.3563999891281128,170,187,80,87,12388,4835.283079999999,452.52216,-117.39464957267046,47.67029539681971,118.09649130786983,0.578125,0,61,4616331.0546875,4610230.010986328,3366988290,52207.135009765625,58000,161.15625,174,Spokane,0.3756622314453125,GARMIN,10,-117.40111612714827,47.663714261725545,47.67029539681971,-117.3901665955782,47.656141547486186,-117.45445478707552,false,false,false,false,false,true,false,false,,,,,
17318974986,5742538266905825000,-4852893185532763000,Spokane Running,running,96200873,121,1729259023000,9,subscribers,RUNNING,1729259023000,1729233823000,2908425.048828125,973611.03515625,4995.709228515625,4995.709228515625,0.33480000495910645,0.3871999979019165,158,186,81,90,7874,2777.98326,276.54132,-117.39462191239,47.67030579037964,123.4535808106204,0.3671875,0.5,61,2918504.8828125,2905243.9880371094,3366988290,55500,58000,162.734375,181,Spokane,0.119000244140625,GARMIN,7,-117.40128778852522,47.66375608742237,47.67030579037964,-117.39023809321225,47.66028807498515,-117.42991140112281,false,false,false,false,false,true,false,false,,,,,
17307849270,2265028400175727000,-6965436112334432000,Spokane Running,running,96200873,121,1729170535000,9,subscribers,RUNNING,1729170535000,1729145335000,1520706.0546875,496318.994140625,732.77587890625,732.77587890625,0.3263999938964844,0.3638999938964844,140,155,80,87,4084,1227.6758599999998,146.6507,-117.39453884772956,47.67038810066879,121.49401898108303,0.59375,0,60,1520706.0546875,1516608.0017089844,3366988290,57000,58041.2109375,161.1875,174,Spokane,0.028378906250000002,GARMIN,4,-117.40117454901338,47.66384979709983,47.67038810066879,-117.39018243737519,47.66258429735899,-117.40936123766005,false,false,false,false,false,true,false,false,,,,,
17299977379,-1366822269574427600,-9023806410180490000,Spokane Running,running,96200873,121,1729085710000,9,subscribers,RUNNING,1729085710000,1729060510000,2928346.923828125,967101.953125,7581.964111328125,7781.964111328125,0.33029999732971194,0.3910000085830689,161,184,80,87,7882,2857.5936399999996,280.73134,-117.39464948885143,47.67035583034158,122.84986384417012,0.6484375,0,60,2928346.923828125,2916800.994873047,3366988290,55500,59620.001220703125,161.296875,174,Spokane,1.1955657958984376,GARMIN,7,-117.4010593816638,47.66377058811486,47.67035583034158,-117.39016676321626,47.66027751378715,-117.42934956215322,false,false,false,false,false,true,false,false,,,,,
17291023516,6852713469564764000,-8927158647856370000,Spokane Running,running,96200873,121,1728997733000,9,subscribers,RUNNING,1728997733000,1728972533000,1539010.009765625,492954.98046875,822.369384765625,849.6826171875,0.3203000068664551,0.34900000095367434,144,165,79,88,4110,1294.71618,150.84071999999998,-117.39475820213556,47.67035398632288,120.13698767664248,0.9921875,0.5,60,1539010.009765625,1533539.0014648438,3366988290,57000,58035.028076171875,159.984375,177,Spokane,0.028594970703125,GARMIN,4,-117.40135786123574,47.66378450207412,47.67035415396094,-117.39033037796617,47.662570886313915,-117.40930382162333,false,false,false,false,false,true,false,false,,,,,
17283037002,-2703771866915061000,-8074963862217128000,Spokane Running,running,96200873,121,1728913137000,9,subscribers,RUNNING,1728913137000,1728887937000,2946084.9609375,973150,7937.158203125,7937.158203125,0.33029999732971194,0.3703999996185303,161,181,81,88,7932,2849.2135999999996,280.73134,-117.39471025764942,47.670323979109526,122.29287394983874,0.046875,0.5,60,2946084.9609375,2936448.974609375,3366988290,55500,59740.00244140625,162.09375,177,Spokane,1.2843383789062501,GARMIN,7,-117.40113515406847,47.66379506327212,47.670323979109526,-117.39018059335649,47.660312969237566,-117.42990201339126,false,false,false,false,false,true,false,false,,,,,
17277755024,-8256461705343710000,-5290448012465446000,Spokane Running,running,96200873,121,1728740595000,9,subscribers,RUNNING,1728740595000,1728715395000,4522403.80859375,1469792.96875,8223.96240234375,6808.02001953125,0.325,0.35920000076293945,166,183,79,86,11938,4567.1218,435.76207999999997,-117.42958165705204,47.66119692474604,122.11548951715862,0.84375,0,60,4522403.80859375,4519266.998291016,3366988290,52206.65283203125,58045.465087890625,159.6875,172,Spokane,0.2593246459960938,GARMIN,10,-117.44920511730015,47.66047549434006,47.670313250273466,-117.39036390557885,47.65614121221006,-117.45449351146817,false,false,false,false,false,true,false,false,,,,,
17277752626,2333096299192470000,-7878770611675947000,Spokane Running,running,96200873,121,1728654239000,9,subscribers,RUNNING,1728654239000,1728629039000,2924854.98046875,968516.9921875,5500.494384765625,5542.303466796875,0.33110001087188723,0.36110000610351567,153,167,80,85,7814,2677.42278,280.73134,-117.39477999508381,47.670375695452094,123.51886997326854,0.4375,0.5,60,2924854.98046875,2922297.9774475098,3366988290,55147.967529296875,58041.80908203125,160.875,171,Spokane,0.151580810546875,GARMIN,7,-117.40128887817264,47.663813000544906,47.670375695452094,-117.39028033800423,47.66036585904658,-117.42944243364036,false,false,false,false,false,true,false,false,,,,,
17277750979,-5864202474175446000,-4893009673079552000,Spokane Running,running,96200873,121,1728565812000,9,subscribers,RUNNING,1728565812000,1728540612000,1562187.98828125,507120.01953125,745.95947265625,759.307861328125,0.32460000514984133,0.3648000001907349,152,176,80,91,4174,1441.3668799999998,146.6507,-117.39479851908982,47.67027486115694,120.80238982789983,0.65625,0,60,1562187.98828125,1557829.9865722656,3366988290,57000,58026.77001953125,161.3125,182,Spokane,0.031195068359375,GARMIN,4,-117.40133942104876,47.66376891173422,47.670305874198675,-117.39028243348002,47.66228238120675,-117.4100733641535,false,false,false,false,false,true,false,false,,,,,
17277749955,9191819895737042000,-5749496882133558000,Running,running,96200873,121,1728481439000,9,subscribers,RUNNING,1728481439000,1728456239000,2899861.083984375,950837.01171875,,,0.32790000438690187,0.36760001182556157,156,178,80,87,7828,2740.27308,272.3513,,,121.53381597337972,0.9375,0.5,,2899861.083984375,2892000,3366988290,,,161.875,175,,,GARMIN,6,,,,,,,false,false,false,false,false,false,false,false,,,,,
17277748740,-694361110896032400,-8784171904111529000,Running,running,96200873,121,1728392875000,9,subscribers,RUNNING,1728392875000,1728367675000,1468322.021484375,475341.9921875,,,0.32369999885559086,0.37139999866485596,148,168,80,87,3958,1298.9062,138.27066,,,121.17432399083701,0.15625,0.5,,1468322.021484375,1453248.0163574219,3366988290,,,160.3125,175,,,GARMIN,3,,,,,,,false,false,false,false,false,false,false,false,,,,,
17277748088,-6145871165649827000,-5422946515180562000,Spokane Running,running,96200873,121,1728308402000,9,subscribers,RUNNING,1728308402000,1728283202000,2959919.921875,973191.015625,6703.314208984375,5287.750244140625,0.3288000106811524,0.3638999938964844,151,168,80,87,7956,2648.09264,280.73134,-117.42116647772491,47.66338803805411,121.95789137392464,0.8828125,0.5,60,2959919.921875,2947032.989501953,3366988290,55500,58620.001220703125,161.765625,175,Spokane,0.7692657470703126,GARMIN,7,-117.43022723123431,47.661188123747706,47.67032582312822,-117.39031193777919,47.66035856679082,-117.43069753982127,false,false,false,false,false,true,false,false,,,,,
17277746504,3332273451562585000,-8351507546050235000,Spokane Running,running,96200873,121,1728224065000,9,subscribers,RUNNING,1728224065000,1728198865000,1123204.9560546875,369379.00390625,1982.26318359375,157.5927734375,0.32890000343322756,0.34149999618530275,155,175,80,85,3026,1076.83514,104.75049999999999,-117.42094997316599,47.6627407874912,122.12785754677502,0.78125,0.5,60,1123204.9560546875,1118432.0068359375,3366988290,55875.32958984375,58038.861083984375,161.5625,171,Spokane,0.127349853515625,GARMIN,3,-117.40589439868927,47.66475864686072,47.67026262357831,-117.39036256447434,47.66038354486227,-117.42099858820438,false,false,false,false,false,true,false,false,,,,,
17277745805,-1283961586942066700,-4771657580075536000,Running,running,96200873,121,1728221935000,9,subscribers,RUNNING,1728221935000,1728196735000,1830848.0224609375,567587.01171875,,,0.3099999904632569,0.3638999938964844,147,170,81,87,4946,1604.77766,175.98083999999997,,,114.36278609534338,0.3125,0.5,,1856970.947265625,1823726.9897460938,3366988290,,,162.625,175,,,GARMIN,4,,,,,,,false,false,false,false,false,false,false,false,,,,,
17277745008,1609186488639703600,-5934710891322828000,Spokane Running,running,96200873,121,1728135369000,9,subscribers,RUNNING,1728135369000,1728110169000,4425963.8671875,1445212.98828125,9337.860107421875,8357.647705078125,0.3265000104904175,0.40869998931884766,156,175,80,86,11928,4093.6495399999994,423.19201999999996,-117.44755882769823,47.661491464823484,121.08623618277683,0.8984375,0.5,61,4425963.8671875,4421490.020751953,3366988290,52211.419677734375,58023.779296875,161.796875,173,Spokane,0.45113830566406254,GARMIN,9,-117.45134459808469,47.65960109420121,47.67028366215527,-117.3903595469892,47.65624539926648,-117.45460599660873,false,false,false,false,false,true,false,false,,,,,
17277742807,761445561320294700,-5850116498520571000,Running,running,96200873,121,1728049094000,9,subscribers,RUNNING,1728049094000,1728023894000,2932805.908203125,946017.96875,,,0.32260000705718994,0.358299994468689,148,164,80,87,7846,2534.9620999999997,284.92136,,,120.69254400559662,0.34375,0.5,,2932805.908203125,2932358.9782714844,3366988290,,,160.6875,175,,,GARMIN,6,,,,,,,false,false,false,false,false,false,false,false,,,,,
17277741563,-5985465908620017000,-5739452935317880000,Spokane Running,running,96200873,121,1727960326000,9,subscribers,RUNNING,1727960326000,1727935126000,1532275.0244140625,494289.013671875,745.684814453125,745.684814453125,0.32260000705718994,0.3694999933242798,149,177,79,87,4068,1378.51658,146.6507,-117.39451554603875,47.6703735999763,121.13038278955162,0.9140625,0.5,61,1532275.0244140625,1528286.003112793,3366988290,57001.55029296875,58050.8056640625,159.828125,175,Spokane,0.034893798828125,GARMIN,4,-117.4011574499309,47.66376446932554,47.67037418670952,-117.39010666497052,47.662554793059826,-117.40927498787642,false,false,false,false,false,true,false,false,,,,,
17277740638,6817245065526725000,-6913980218132865000,Spokane Running,running,96200873,121,1727876254000,9,subscribers,RUNNING,1727876254000,1727851054000,2850487.060546875,972459.9609375,10773.486328125,10846.722412109375,0.34119999408721924,0.39660000801086426,161,186,80,88,7622,2819.8834599999996,272.3513,-117.39486733451486,47.670494383201,127.12626724023215,0.5078125,0,61,2850487.060546875,2848691.9860839844,3366988290,55503.717041015625,62400,161.015625,176,Spokane,1.9313700358072918,GARMIN,7,-117.40121000446379,47.663889694958925,47.670494383201,-117.39019626751542,47.66050818376243,-117.43007174693048,false,false,false,false,false,true,false,false,,,,,
17277738973,-3011671374992749600,-5203876314602413000,Spokane Running,running,96200873,121,1727788126000,9,subscribers,RUNNING,1727788126000,1727762926000,1482880.0048828125,492277.001953125,642.388916015625,756.793212890625,0.3319999933242798,0.3536000013351441,145,170,80,85,3956,1290.52616,138.27066,-117.39476474002004,47.67031157389283,124.28256469947155,0.1484375,0,61,1482880.0048828125,1476393.985748291,3366988290,57000,58024.5361328125,160.296875,170,Spokane,0.028426106770833334,GARMIN,4,-117.401466909796,47.66375717706978,47.67031157389283,-117.39030162803829,47.66255395486951,-117.40941337309778,false,false,false,false,false,true,false,false,,,,,
